sim_time_min,event_type,policy,truck_id,origin,destination,shovel_id,dump_id,duration_min,queue_length,queue_wait_min,payload_tonnes
422.3765,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
422.3765,DUMPING_START,fixed,T04,D2,D2,,D2,1.1302,,0.0,96.5052
422.8196,LOADING_END,fixed,T02,S2,D2,S2,,5.4321,,,
422.8196,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.579,,,
423.1099,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
423.1099,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
423.1099,LOADING_START,fixed,T06,S2,S2,S2,,4.9446,0.0,0.0,
423.5068,DUMPING_END,fixed,T04,D2,D2,,D2,,,,96.5052
423.5068,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
423.5068,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,4.1555,,,
427.467,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
427.467,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
427.487,LOADING_END,fixed,T05,S1,D1,S1,,5.1686,,,
427.487,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.8272,,,
427.487,LOADING_START,fixed,T01,S1,S1,S1,,4.2454,0.0,0.02,
427.6623,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
427.6623,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
428.0544,LOADING_END,fixed,T06,S2,D2,S2,,4.9446,,,
428.0544,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.0023,,,
428.0544,LOADING_START,fixed,T04,S2,S2,S2,,4.9112,0.0,0.3922,
428.3985,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
428.3985,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
428.3985,DUMPING_START,fixed,T02,D2,D2,,D2,1.4186,,0.0,92.7662
429.8001,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
429.8001,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
429.8001,DUMPING_START,fixed,T03,D1,D1,,D1,1.164,,0.0,101.2052
429.8171,DUMPING_END,fixed,T02,D2,D2,,D2,,,,92.7662
429.8171,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
429.8171,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.4198,,,
430.9641,DUMPING_END,fixed,T03,D1,D1,,D1,,,,101.2052
430.9641,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
430.9641,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,4.8927,,,
431.7324,LOADING_END,fixed,T01,S1,D1,S1,,4.2454,,,
431.7324,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.6404,,,
432.9656,LOADING_END,fixed,T04,S2,D2,S2,,4.9112,,,
432.9656,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.7709,,,
433.0567,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
433.0567,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
433.0567,DUMPING_START,fixed,T06,D2,D2,,D2,1.4409,,0.0,95.7796
433.2369,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
433.2369,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
433.2369,LOADING_START,fixed,T02,S2,S2,S2,,4.301,0.0,0.0,
434.3142,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
434.3142,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
434.3142,DUMPING_START,fixed,T05,D1,D1,,D1,1.26,,0.0,90.3149
434.4976,DUMPING_END,fixed,T06,D2,D2,,D2,,,,95.7796
434.4976,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
434.4976,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.4369,,,
435.5741,DUMPING_END,fixed,T05,D1,D1,,D1,,,,90.3149
435.5741,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
435.5741,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,5.0543,,,
435.8569,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
435.8569,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
435.8569,LOADING_START,fixed,T03,S1,S1,S1,,4.4706,0.0,0.0,
437.5379,LOADING_END,fixed,T02,S2,D2,S2,,4.301,,,
437.5379,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.5616,,,
438.3728,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
438.3728,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
438.3728,DUMPING_START,fixed,T01,D1,D1,,D1,1.1001,,0.0,92.4784
438.7366,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
438.7366,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
438.7366,DUMPING_START,fixed,T04,D2,D2,,D2,1.6772,,0.0,90.6427
438.9345,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
438.9345,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
438.9345,LOADING_START,fixed,T06,S2,S2,S2,,4.8058,0.0,0.0,
439.4728,DUMPING_END,fixed,T01,D1,D1,,D1,,,,92.4784
439.4728,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
439.4728,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.7029,,,
440.3275,LOADING_END,fixed,T03,S1,D1,S1,,4.4706,,,
440.3275,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,7.2347,,,
440.4138,DUMPING_END,fixed,T04,D2,D2,,D2,,,,90.6427
440.4138,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
440.4138,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,4.1559,,,
440.6285,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
440.6285,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
440.6285,LOADING_START,fixed,T05,S1,S1,S1,,5.1857,0.0,0.0,
443.0996,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
443.0996,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
443.0996,DUMPING_START,fixed,T02,D2,D2,,D2,1.4683,,0.0,95.4817
443.7403,LOADING_END,fixed,T06,S2,D2,S2,,4.8058,,,
443.7403,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.7221,,,
444.1758,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
444.1758,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
444.5679,DUMPING_END,fixed,T02,D2,D2,,D2,,,,95.4817
444.5679,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
444.5679,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.4815,,,
444.5697,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
444.5697,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
444.5697,LOADING_START,fixed,T04,S2,S2,S2,,5.194,0.0,0.0,
445.8142,LOADING_END,fixed,T05,S1,D1,S1,,5.1857,,,
445.8142,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.674,,,
445.8142,LOADING_START,fixed,T01,S1,S1,S1,,4.9363,0.0,1.6384,
447.5622,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
447.5622,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
447.5622,DUMPING_START,fixed,T03,D1,D1,,D1,1.932,,0.0,92.8148
448.0493,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
448.0493,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
449.4625,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
449.4625,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
449.4625,DUMPING_START,fixed,T06,D2,D2,,D2,1.7501,,0.0,95.6818
449.4942,DUMPING_END,fixed,T03,D1,D1,,D1,,,,92.8148
449.4942,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
449.4942,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,4.9106,,,
449.7637,LOADING_END,fixed,T04,S2,D2,S2,,5.194,,,
449.7637,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,4.8236,,,
449.7637,LOADING_START,fixed,T02,S2,S2,S2,,5.2811,0.0,1.7144,
450.7506,LOADING_END,fixed,T01,S1,D1,S1,,4.9363,,,
450.7506,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.9517,,,
451.2125,DUMPING_END,fixed,T06,D2,D2,,D2,,,,95.6818
451.2125,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
451.2125,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.4294,,,
452.4882,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
452.4882,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
452.4882,DUMPING_START,fixed,T05,D1,D1,,D1,1.1158,,0.0,98.3077
453.604,DUMPING_END,fixed,T05,D1,D1,,D1,,,,98.3077
453.604,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
453.604,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.8182,,,
454.4048,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
454.4048,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
454.4048,LOADING_START,fixed,T03,S1,S1,S1,,5.143,0.0,0.0,
454.5873,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
454.5873,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
454.5873,DUMPING_START,fixed,T04,D2,D2,,D2,1.6741,,0.0,90.0804
455.0448,LOADING_END,fixed,T02,S2,D2,S2,,5.2811,,,
455.0448,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.1327,,,
455.6419,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
455.6419,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
455.6419,LOADING_START,fixed,T06,S2,S2,S2,,6.0393,0.0,0.0,
456.2614,DUMPING_END,fixed,T04,D2,D2,,D2,,,,90.0804
456.2614,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
456.2614,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.8564,,,
457.7022,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
457.7022,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
457.7022,DUMPING_START,fixed,T01,D1,D1,,D1,1.0309,,0.0,100.5145
458.4222,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
458.4222,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
458.7332,DUMPING_END,fixed,T01,D1,D1,,D1,,,,100.5145
458.7332,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
458.7332,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,5.3587,,,
459.5479,LOADING_END,fixed,T03,S1,D1,S1,,5.143,,,
459.5479,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,7.3037,,,
459.5479,LOADING_START,fixed,T05,S1,S1,S1,,4.4056,0.0,1.1256,
460.1178,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
460.1178,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
460.1775,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
460.1775,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
460.1775,DUMPING_START,fixed,T02,D2,D2,,D2,1.6055,,0.0,99.0027
461.6812,LOADING_END,fixed,T06,S2,D2,S2,,6.0393,,,
461.6812,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.0267,,,
461.6812,LOADING_START,fixed,T04,S2,S2,S2,,4.9102,0.0,1.5635,
461.783,DUMPING_END,fixed,T02,D2,D2,,D2,,,,99.0027
461.783,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
461.783,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,4.2124,,,
463.9534,LOADING_END,fixed,T05,S1,D1,S1,,4.4056,,,
463.9534,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,7.2268,,,
464.0918,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
464.0918,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
464.0918,LOADING_START,fixed,T01,S1,S1,S1,,4.5707,0.0,0.0,
465.9955,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
465.9955,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
466.5915,LOADING_END,fixed,T04,S2,D2,S2,,4.9102,,,
466.5915,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.2222,,,
466.5915,LOADING_START,fixed,T02,S2,S2,S2,,5.0909,0.0,0.596,
466.7079,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
466.7079,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
466.7079,DUMPING_START,fixed,T06,D2,D2,,D2,1.2241,,0.0,98.6761
466.8516,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
466.8516,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
466.8516,DUMPING_START,fixed,T03,D1,D1,,D1,1.2734,,0.0,88.0492
467.9321,DUMPING_END,fixed,T06,D2,D2,,D2,,,,98.6761
467.9321,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
467.9321,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.0447,,,
468.1249,DUMPING_END,fixed,T03,D1,D1,,D1,,,,88.0492
468.1249,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
468.1249,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,5.0157,,,
468.6626,LOADING_END,fixed,T01,S1,D1,S1,,4.5707,,,
468.6626,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,5.97,,,
471.1803,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
471.1803,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
471.1803,DUMPING_START,fixed,T05,D1,D1,,D1,1.8355,,0.0,94.6458
471.6824,LOADING_END,fixed,T02,S2,D2,S2,,5.0909,,,
471.6824,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,4.8563,,,
471.8137,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
471.8137,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
471.8137,DUMPING_START,fixed,T04,D2,D2,,D2,1.872,,0.0,94.9529
471.9767,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
471.9767,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
471.9767,LOADING_START,fixed,T06,S2,S2,S2,,5.8578,0.0,0.0,
473.0158,DUMPING_END,fixed,T05,D1,D1,,D1,,,,94.6458
473.0158,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
473.0158,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,5.021,,,
473.1406,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
473.1406,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
473.1406,LOADING_START,fixed,T03,S1,S1,S1,,4.032,0.0,0.0,
473.6857,DUMPING_END,fixed,T04,D2,D2,,D2,,,,94.9529
473.6857,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
473.6857,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.869,,,
474.6326,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
474.6326,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
474.6326,DUMPING_START,fixed,T01,D1,D1,,D1,1.2858,,0.0,100.3112
475.9184,DUMPING_END,fixed,T01,D1,D1,,D1,,,,100.3112
475.9184,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
475.9184,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,5.0548,,,
476.5387,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
476.5387,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
476.5387,DUMPING_START,fixed,T02,D2,D2,,D2,1.8079,,0.0,102.0
477.1726,LOADING_END,fixed,T03,S1,D1,S1,,4.032,,,
477.1726,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.5275,,,
477.5547,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
477.5547,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
477.8345,LOADING_END,fixed,T06,S2,D2,S2,,5.8578,,,
477.8345,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.657,,,
477.8345,LOADING_START,fixed,T04,S2,S2,S2,,4.9013,0.0,0.2798,
478.0368,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
478.0368,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
478.0368,LOADING_START,fixed,T05,S1,S1,S1,,4.6963,0.0,0.0,
478.3467,DUMPING_END,fixed,T02,D2,D2,,D2,,,,102.0
478.3467,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
478.3467,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.8136,,,
